yearOfRegistration,Datasource,gender,citizenship,isForcedLabour,ControlCategory,RecruiterCategory,ExploitType,Labor_Type,ageCategories
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,3,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,3,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,3,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,1,2,2,4,7
2017,1,0,4,1,2,2,2,12,7
2017,1,0,4,1,2,2,2,12,7
2017,1,0,4,1,1,2,2,12,7
2017,1,0,4,1,1,2,2,12,7
2017,1,0,4,1,1,2,2,12,7
2017,1,0,4,1,2,4,2,12,7
2017,1,0,4,1,1,3,2,12,7
2017,1,0,4,1,1,2,2,12,7
2017,1,0,4,1,2,3,2,12,7
2017,1,0,4,1,1,3,2,12,7
2017,1,0,4,1,2,2,2,12,7
2017,1,0,4,1,2,2,2,12,7
2017,1,0,4,1,2,2,2,12,7
2017,1,0,4,1,1,3,2,12,7
2017,1,0,9,1,1,4,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,9,1,1,2,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,9,1,1,2,2,4,7
2017,1,0,9,1,1,2,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,9,1,3,2,2,4,7
2017,1,0,9,1,1,2,2,4,7
2017,1,0,9,1,1,3,2,4,7
2017,1,0,5,1,1,2,2,4,8
2017,1,0,5,1,1,3,2,4,8
2017,1,0,5,1,1,2,2,4,8
2017,1,0,5,1,2,2,2,4,8
2017,1,0,5,1,1,2,2,4,8
2017,1,0,5,1,1,2,2,4,8
2017,1,0,5,1,1,2,2,4,8
2017,1,0,5,1,2,2,2,4,8
2017,1,0,5,1,1,2,2,4,8
2017,1,0,5,1,1,3,2,4,8
2017,1,0,5,1,2,3,2,4,8
2017,1,0,5,1,1,2,2,4,8
2017,1,0,5,1,1,3,2,4,8
2017,1,0,5,1,1,2,2,4,8
2017,1,0,5,1,1,2,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,5,1,1,2,2,12,8
2017,1,0,5,1,1,2,2,12,8
2017,1,0,5,1,1,2,2,12,8
2017,1,0,5,1,1,2,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,5,1,1,2,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,5,1,1,2,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,5,1,1,3,2,12,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,1,0,4,1,1,2,2,4,8
2017,0,1,37,0,2,4,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,1,5,1,12,3
2017,0,1,37,0,1,3,1,12,3
2017,0,1,37,0,2,2,1,12,3
2017,0,1,37,0,1,5,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,1,3,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,5,1,12,3
2017,0,1,37,0,2,3,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,3,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,1,4,1,12,3
2017,0,1,37,0,1,5,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,1,3,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,4,2,1,12,3
2017,0,1,37,0,5,2,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,1,3,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,1,3,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,1,5,1,12,3
2017,0,1,37,0,3,1,1,12,3
2017,0,1,37,0,2,4,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,4,1,12,3
2017,0,1,37,0,5,2,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,3,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,2,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,4,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,5,2,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,3,1,1,12,3
2017,0,1,37,0,2,2,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,4,1,12,3
2017,0,1,37,0,2,3,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,4,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,3,3,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,2,4,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,3,1,1,12,3
2017,0,1,37,0,5,2,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,5,2,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,5,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,2,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,3,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,3,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,1,3,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,1,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,5,1,1,12,3
2017,0,1,37,0,2,1,1,12,3
2017,0,1,37,0,4,1,1,12,3
2017,0,1,37,0,1,3,1,12,4
2017,0,1,37,0,5,3,1,12,4
2017,0,1,37,0,2,2,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,1,2,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,2,2,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,1,3,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,2,3,1,12,4
2017,0,1,37,0,1,4,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,5,3,1,12,4
2017,0,1,37,0,2,3,1,12,4
2017,0,1,37,0,1,4,1,12,4
2017,0,1,37,0,1,5,1,12,4
2017,0,1,37,0,4,2,1,12,4
2017,0,1,37,0,1,5,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,5,3,1,12,4
2017,0,1,37,0,1,5,1,12,4
2017,0,1,37,0,2,4,1,12,4
2017,0,1,37,0,1,5,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,3,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,2,3,1,12,4
2017,0,1,37,0,2,2,1,12,4
2017,0,1,37,0,1,5,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,2,3,1,12,4
2017,0,1,37,0,2,4,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,1,4,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,2,2,1,12,4
2017,0,1,37,0,2,4,1,12,4
2017,0,1,37,0,1,4,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,5,2,1,12,4
2017,0,1,37,0,2,5,1,12,4
2017,0,1,37,0,2,4,1,12,4
2017,0,1,37,0,4,5,1,12,4
2017,0,1,37,0,5,3,1,12,4
2017,0,1,37,0,2,4,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,2,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,1,3,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,2,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,4,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,5,1,1,12,4
2017,0,1,37,0,1,1,1,12,4
2017,0,1,37,0,1,5,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,1,5,1,12,5
2017,0,1,37,0,1,5,1,12,5
2017,0,1,37,0,2,4,1,12,5
2017,0,1,37,0,1,5,1,12,5
2017,0,1,37,0,1,5,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,3,1,12,5
2017,0,1,37,0,1,4,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,1,4,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,1,5,1,12,5
2017,0,1,37,0,1,3,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,1,2,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,4,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,2,1,12,5
2017,0,1,37,0,2,4,1,12,5
2017,0,1,37,0,2,2,1,12,5
2017,0,1,37,0,1,5,1,12,5
2017,0,1,37,0,3,3,1,12,5
2017,0,1,37,0,2,4,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,4,3,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,1,4,1,12,5
2017,0,1,37,0,1,4,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,1,5,1,12,5
2017,0,1,37,0,5,3,1,12,5
2017,0,1,37,0,2,2,1,12,5
2017,0,1,37,0,2,4,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,2,2,1,12,5
2017,0,1,37,0,2,5,1,12,5
2017,0,1,37,0,3,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,3,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,2,3,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,4,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,1,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,5,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,2,1,1,12,5
2017,0,1,37,0,1,5,1,12,6
2017,0,1,37,0,1,5,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,1,2,1,12,6
2017,0,1,37,0,1,1,1,12,6
2017,0,1,37,0,1,3,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,1,5,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,1,5,1,12,6
2017,0,1,37,0,2,3,1,12,6
2017,0,1,37,0,1,4,1,12,6
2017,0,1,37,0,2,3,1,12,6
2017,0,1,37,0,2,3,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,2,3,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,2,4,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,1,5,1,12,6
2017,0,1,37,0,1,5,1,12,6
2017,0,1,37,0,1,2,1,12,6
2017,0,1,37,0,1,2,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,1,1,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,3,1,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,1,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,1,1,1,12,6
2017,0,1,37,0,1,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,2,4,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,2,2,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,2,4,1,12,6
2017,0,1,37,0,4,2,1,12,6
2017,0,1,37,0,1,3,1,12,6
2017,0,1,37,0,2,4,1,12,6
2017,0,1,37,0,2,2,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,2,5,1,12,6
2017,0,1,37,0,1,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,1,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,3,1,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,4,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,2,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,37,0,5,1,1,12,6
2017,0,1,42,0,1,1,1,12,7
2017,0,1,42,0,1,1,1,12,7
2017,0,1,42,0,4,1,1,12,7
2017,0,1,42,0,4,1,1,12,7
2017,0,1,42,0,5,1,1,12,7
2017,0,1,42,0,4,1,1,12,7
2017,0,1,42,0,2,1,1,12,7
2017,0,1,42,0,1,1,1,12,7
2017,0,1,42,0,3,1,1,12,7
